App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
theARapp,vgk.dev.ARTEST,Entertainment,0.0,0,10+,10,25,True,0,USD,62M,4.1 and up,Vishwas G Kini,https://www.linkedin.com/in/vishwas-g-kini-32325678?ppe=1,vgkini38@gmail.com,"Apr 25, 2018","Apr 25, 2018",Everyone,https://docs.google.com/document/d/e/2PACX-1vSQnZIoqe7FHar0jVO4u76l-W_rr-9QZHqhp8e2kKxHdDcPSaRbxkxjF6KZCMKCoO_8reehk0bcVWhB/pub,False,False,False,2021-06-16 12:58:44
Edebi Sanatlar ve  Belagat Perdazı,com.edebisanatlar,Education,5.0,42,500+,500,899,True,0,USD,17M,4.1 and up,Belagat Perdazı,,Levent.tksy@gmail.com,"Feb 19, 2019","Feb 19, 2019",Everyone,https://docs.google.com/document/d/1HEBOGRK6tAojhMEw-qmawzgSOI-n56RtOYVC3sbV2Oo/edit,True,False,False,2021-06-16 12:58:44
﻿Learn Lithuanian by voice and translation,learn.lithuanian.by.voice.and.translation,Education,0.0,0,50+,50,67,True,0,USD,4.2M,4.1 and up,www.30languages.com,http://www.30languages.com,contact@30languages.com,"Jun 11, 2020","Mar 27, 2021",Everyone,http://www.30languages.com/privacy/policy.html,True,False,False,2021-06-16 12:58:44
Addison Rae Wallpaper HD 2020,com.hamdalahdev.addisonraewallpaperhd,Personalization,4.1,14,"5,000+",5000,5499,True,0,USD,8.4M,4.3 and up,hamdalah devapps,,hamdalahku@outlook.com,"Apr 11, 2020","Aug 13, 2020",Mature 17+,https://hamdalahapps.blogspot.com/2020/02/privacy-policy.html,True,False,False,2021-06-16 12:58:44
ProMaths,co.nick.dolst,Education,0.0,0,100+,100,147,True,0,USD,37M,4.2 and up,Education Nick Media,,support@classplus.co,"May 16, 2020","Jun 10, 2021",Everyone,http://classplusapp.com/app-policy,True,False,False,2021-06-16 12:58:44
Multiplication Speedrun,se.digitalthjarta.whitetile,Educational,0.0,0,10+,10,16,False,3.49,USD,21M,5.1 and up,Digitalt Hjärta,https://digitalthjarta.se,info@digitalthjarta.se,"Jun 17, 2017","Jun 19, 2017",Everyone,https://digitalthjarta.se/privacy.html,False,False,False,2021-06-16 12:58:44
KBO AS OSLO,com.ozgurkatirci.kbo2020,Business,0.0,0,1+,1,3,True,0,USD,6.6M,4.1 and up,Norpos AS -Ozgur Katirci,http://www.kbo.as,id@kbo.as,"Mar 25, 2020","Mar 26, 2020",Everyone,,False,False,False,2021-06-16 12:58:44
INTERNET SPEED CHECKER,com.rndcs.internetcheck,Communication,3.5,688,"50,000+",50000,85576,True,0,USD,8.9k,2.2 and up,aranatechnologies,http://aranatechnologies.com/,aranatechno@gmail.com,"Jan 30, 2014","Jan 30, 2014",Everyone,,False,False,False,2021-06-16 12:58:44
web rádio Atual JT,com.webradiocast.jdhhuixhflny,Music & Audio,0.0,0,10+,10,34,True,0,USD,5.7M,5.0 and up,LushenApps,,bmwx6dark@gmail.com,"Aug 3, 2019","Aug 10, 2019",Everyone,https://maxcast.com.br/politica-de-privacidade/,True,False,False,2021-06-16 12:58:44
TigerView - AUgmented reality,edu.auburn.tigerview,Education,0.0,0,100+,100,333,True,0,USD,Varies with device,4.4 and up,McNutt & Company,http://www.tigerviewapp.com,info@tigerviewapp.com,"Nov 3, 2015","Mar 12, 2020",Everyone,https://www.tigerviewapp.com/privacy.html,False,False,False,2021-06-16 12:58:44
Al Anwar Tour - Hajj Umrah & Ziyaraat,in.rnetian.alanwar,Travel & Local,0.0,0,10+,10,27,True,0,USD,6.0M,4.0.3 and up,DotEvolve,https://www.al-anwar-tour.rnetian.in,alanwar@rnetian.in,"Jul 22, 2019","Jul 22, 2019",Everyone,https://al-anwar-tour.rnetian.in/privacy-policy.html,True,False,False,2021-06-16 12:58:44
"BhojpuriTube: Bhojpuri Video & Gana, Comedy & Song",com.thedeep.bhojpuritube,Entertainment,0.0,0,"500,000+",500000,533948,True,0,USD,5.7M,4.1 and up,TheDeepApps,http://whatissharemarket.com/,thedeepapps@gmail.com,"Oct 25, 2017","Jan 31, 2021",Teen,http://thedeepapps.website2.me/,True,False,False,2021-06-16 12:58:44
Gift Shop,com.bponi.shopGiftshopltd,Shopping,0.0,0,100+,100,243,True,0,USD,4.5M,5.0 and up,Bponi Associate,,contact@bponi.com,"Oct 28, 2020","Nov 07, 2020",Everyone,https://shop.bponi.com/privacy,False,False,False,2021-06-16 12:58:44
SmartWatch for Torque(OBD/Car),org.prowl.liveware,Maps & Navigation,4.0,401,"100,000+",100000,113811,True,0,USD,535k,2.1 and up,Ian Hawkins,http://prowl.org/,piemmm20@googlemail.com,"Jun 30, 2012","Mar 20, 2013",Everyone,,False,False,False,2021-06-16 12:58:44
FTR Conference 2019,mobile.appThrvkdfEhU,Business,0.0,0,100+,100,281,True,0,USD,37M,7.0 and up,FTR,http://www.ftrintel.com,ftr@ftrintel.com,"Jul 27, 2018","Jul 19, 2019",Everyone,https://ftrintel.com/privacy/,True,False,False,2021-06-16 12:58:44
LA SEÑORA DE LAS LOMAS,com.lasenoradelaslomas.app,Lifestyle,4.8,79,"1,000+",1000,3396,True,0,USD,9.7M,6.0 and up,ALEJANDRO REYNA SAHAGÚN,https://www.lasenoradelaslomas.com,lasenoradelaslomas@gmail.com,"May 26, 2020","Oct 20, 2020",Everyone,https://la-senora-de-las-lomas.appyourself.net/#/legal,False,False,False,2021-06-16 12:58:44
Mp3 Player,mp3.music.download.player.music.search,Music & Audio,4.6,824440,"10,000,000+",10000000,29468091,True,0,USD,Varies with device,Varies with device,accountlab,http://www.appsaclab.xyz,sreejaksreeja007@gmail.com,"Apr 1, 2016","May 30, 2021",Everyone,http://accountlabprivacy.blogspot.com/2017/01/terms-of-service-and-privacy-policy.html,True,False,False,2021-06-16 12:58:44
Bear Photo Frames,com.syzygy.bear,Photography,0.0,0,100+,100,317,True,0,USD,12M,4.4 and up,SYZYGY SOUNDS AND FRAMES,,struvv@gmail.com,"Feb 21, 2016","Mar 11, 2016",Everyone,,True,False,False,2021-06-16 12:58:44
Canaltransfers,com.lztic.canaltransfers,Travel & Local,0.0,0,100+,100,116,True,0,USD,24M,4.4 and up,LzTIC,https://canaltransfers.com,info@canaltransfers.com,"Jul 4, 2019","Sep 09, 2019",Everyone,https://canaltransfers.com/privacidad,False,False,False,2021-06-16 12:58:44
Flappy Andy strikes: friv game,com.VictorEscalante.AndyAttacks,Action,0.0,0,10+,10,19,True,0,USD,21M,4.4 and up,Vezk,http://www.vezk.net/,vezk.info@vezk.net,"Jan 10, 2020","Jan 19, 2021",Everyone,,True,False,False,2021-06-16 12:58:45
One-time number for SMS,com.mirbor.onetimesms,Social,2.2,163,"50,000+",50000,84696,True,0,USD,5.6M,4.0.3 and up,Миронов Борис,http://vk.com/mironov_boris,goderfly@yandex.ru,"Nov 12, 2017","Nov 12, 2017",Everyone,,True,False,False,2021-06-16 12:58:45
SpongeBob Tickler,com.slbsoftware.tickler,Casual,3.3,347,"10,000+",10000,31370,False,0.99,USD,8.9M,3.0 and up,Nickelodeon,http://nick.com/appsupport/,appsupport@nick.com,"Feb 23, 2011","Oct 30, 2013",Everyone,http://www.nick.com/info/privacy-policy.html,False,False,False,2021-06-16 12:58:45
ABACUS LEVEL2,abacus.ajqw,Education,0.0,0,0+,0,0,False,19.99,USD,6.0M,4.0.3 and up,Nava Vision,http://www.navavision.com,navavision2000@gmail.com,"Apr 22, 2019","Apr 22, 2019",Everyone,https://navavision.com/policy.php,False,False,False,2021-06-16 12:58:45
Hindi Recipes App,hindi.recipe,Food & Drink,4.7,14,"1,000+",1000,1474,True,0,USD,4.8M,7.0 and up,Sandbox Apps,,app.sandboxx@gmail.com,"Apr 17, 2020","Sep 02, 2020",Everyone,https://docs.google.com/document/d/1jBA7yq_pZjOWHsBeAGW_qG141RCna2pL8RWElx8CnGw/edit?usp=sharing,True,False,False,2021-06-16 12:58:45
I.J. Pioneer High School,com.ingrails.ij_pioneer_higher_sec_school,Education,4.6,5,100+,100,425,True,0,USD,201M,5.0 and up,inGrails,https://ingrails.com,ingrails@gmail.com,"Jun 7, 2021","Jun 15, 2021",Everyone,"https://ingrails.com/school/terms.html#:~:text=We%20will%20not%20collect%20any,in%20certain%20App%20related%20activities.",False,False,False,2021-06-16 12:58:45
2048 game - 2048 with 8 bit,com.dtcstudio.game2048,Puzzle,5.0,5,"1,000+",1000,3255,True,0,USD,5.5M,4.4 and up,dtc studio,https://k46ejutj.app-adstxt.dev,dtc.studio.22@gmail.com,"Apr 15, 2020","Apr 22, 2021",Everyone,https://docs.google.com/document/d/e/2PACX-1vTFX3IK9ePrAzpOOQoreqpq-P2fWl1o3Wtkivutq5al0UUplzMYlCPfJeOIKzQUO7ss9q1DnaYkfzPR/pub,True,False,False,2021-06-16 12:58:45
Pedometer,com.xav_chanel.podom,Sports,0.0,0,10+,10,37,True,0,USD,5.0M,4.0 and up,Heaviside Tech,,heavisidetech@gmail.com,"Sep 25, 2019","Nov 23, 2019",Everyone,,True,False,False,2021-06-16 12:58:45
Go Mobile,com.gotransitapp.mobile,Maps & Navigation,0.0,0,100+,100,268,True,0,USD,219k,4.0 and up,line72,https://gotransitapp.com,info@gotransitapp.com,"Jan 1, 2020","Jan 02, 2020",Everyone,https://gotransitapp.com/privacy.html,False,False,False,2021-06-16 12:58:45
Ringtones for Clash of Clans™,com.ringtonesfromclashofclans.soundsapp,Music & Audio,3.9,3469,"100,000+",100000,368527,True,0,USD,19M,4.1 and up,UltimateRingtonesApps,https://balkanboymedia.com/,ringtonesultimate@gmail.com,"Jul 20, 2017","May 13, 2020",Everyone,https://ultimateringtones.wordpress.com/privacy-policy/,True,False,False,2021-06-16 12:58:45
Futbol 5 Santa Cruz,com.rldevelopers.direcciones.canchassinteticas,Sports,0.0,0,50+,50,73,True,0,USD,5.1M,4.1 and up,Desarróllamelo,http://www.facebook.com/RonaldLopez171832,ro171832@gmail.com,"Mar 26, 2018","Mar 27, 2018",Everyone,https://blog.goodbarber.com/es/Como-puede-tu-app-cumplir-las-nuevas-Politicas-de-Privacidad-de-Google-Play_a532.html,False,False,False,2021-06-16 12:58:45
Lely T4C InHerd - FarmBeats,nl.lely.mobile.kpi,Business,4.3,41,"10,000+",10000,18624,True,0,USD,2.8M,4.1 and up,Lely International N.V,http://www.lelyt4c.com,t4c.inherd@lely.com,"Sep 6, 2013","Dec 16, 2020",Everyone,http://www.lelyt4c.com,False,False,False,2021-06-16 12:58:45
iControl Eczema,com.hyphenspharma.icontroleczema,Health & Fitness,4.2,30,"1,000+",1000,3870,True,0,USD,22M,4.0.3 and up,Hyphens Pharma Pte Ltd,http://www.hyphens.com.sg,connect@hyphens.com.sg,"Mar 17, 2016","Jul 14, 2016",Everyone,http://www.hyphens.com.sg/privacy-policy,False,False,False,2021-06-16 12:58:45
Camelot - Legend of King Arthur,com.lory.HiddenObjects.CamelotHiddenObjectGame.LegendOfKingArthur,Adventure,4.4,312,"10,000+",10000,20502,True,0,USD,48M,4.4 and up,Lory Hidden Object Games,https://loryapps.com/,support@loryapps.com,"Oct 18, 2018","Oct 29, 2020",Everyone,https://loryapps.com/privacy-policy/,True,False,False,2021-06-16 12:58:45
Keno Night,com.inbet.kenonight,Casino,3.5,49,"10,000+",10000,24666,True,0,USD,13M,5.0 and up,InBet Games,,support@inbet.zendesk.com,"Sep 13, 2018","Jul 20, 2020",Teen,,False,False,False,2021-06-16 12:58:45
Design It Girl - Fashion Salon,com.tabtale.tailorboutique,Casual,3.6,87553,"10,000,000+",10000000,22226621,True,0,USD,61M,4.4 and up,TabTale,https://www.tabtale.com/,support@tabtale.com,"Jan 10, 2017","Apr 28, 2021",Everyone,https://crazylabs.com/privacy-policy/,True,True,False,2021-06-16 12:58:45
أنغام - بحبك وبرتاحلك - بدون انترنت,com.devtrend.AnghamBahebak,Entertainment,0.0,0,100+,100,210,True,0,USD,13M,4.3 and up,devtrend,,cebrailgongur4734@gmail.com,"Aug 30, 2020","Aug 30, 2020",Everyone,https://docs.google.com/document/d/1eE6hvMVr7lKw4hn6GyYZQ9TjxVbYAG4_kQv7gvIIXCo/edit,True,False,False,2021-06-16 12:58:45
Color Kicker,com.kookydot.colorcicker,Puzzle,0.0,0,"1,000+",1000,1974,True,0,USD,42M,5.0 and up,OVIVO Games,,kookydot@gmail.com,"Jun 2, 2020","Sep 16, 2020",Everyone,https://ovivogames.com/privacy-policy/color-kicker,True,False,False,2021-06-16 12:58:45
Reptile match,com.ourexotics.reptilematch,Puzzle,,,10+,10,39,True,0,USD,Varies with device,Varies with device,Our Exotics,http://www.OurExotics.com,allreptiles200@gmail.com,,"Jan 20, 2016",Everyone,http://www.ourexotics.com/privacy.aspx,False,False,False,2021-06-16 12:58:45
SlideIT Purple 3D Skin,com.dasur.slideit.skin.purple3d,Personalization,4.0,3661,"500,000+",500000,634766,True,0,USD,280k,1.5 and up,Dasur Ltd.,http://www.mobiletextinput.com/,android@mobiletextinput.com,"Jan 5, 2012","Mar 13, 2013",Everyone,http://www.mobiletextinput.com/App_Open/SLIDEIT_ANDROID_APP_TERM.html,False,False,False,2021-06-16 12:58:45
Stardust Park Belgium,com.conduit.app_01b0f7d6f70d4338a036c8dd274ea19c.app,Entertainment,0.0,0,50+,50,66,True,0,USD,34M,4.2 and up,Laurent Kreps,http://www.stardustpark.be,laurent@stardustpark.com,"Nov 27, 2019","Nov 09, 2019",Everyone,http://www.stardustpark.be/documents/confidentialite.pdf,False,False,False,2021-06-16 12:58:45
UpLogs Work Order and Inventory Management App,com.uplogs.android,Productivity,4.6,8,500+,500,791,True,0,USD,11M,5.0 and up,"UpLogs, Inc.",http://www.uplogs.com/,info@uplogs.com,"Mar 6, 2019","Aug 10, 2019",Everyone,https://legal.uplogs.com,False,False,False,2021-06-16 12:58:45
UniBS Library,it.sebina.mylib.ubs,Books & Reference,3.8,15,"1,000+",1000,2149,True,0,USD,3.9M,2.3 and up,DM Cultura S.r.l.,https://biblioteche.unibs.it/SebinaOpac/.do,bc.infotech@dmcultura.it,"Apr 14, 2015","Jun 30, 2017",Everyone,http://www.datamanagementpa.it/privacy-e-cookie/,False,False,False,2021-06-16 12:58:45
Truyện Xuyên Không Tuyển Tập Hay Nhất  Phần 4/5,com.ebookstorevn.xuyenkhongtuyentap4,Books & Reference,0.0,0,500+,500,673,True,0,USD,60M,2.3 and up,Truyện Lẻ Offline Hot,https://ebookstorevndev.blogspot.com/,femersshelton983739@gmail.com,"Aug 29, 2019","Aug 29, 2019",Everyone,https://ebookstorevndev.blogspot.com/2019/08/chinh-sach-bao-mat-ung-dung-truyen_60.html,True,False,False,2021-06-16 12:58:45
mhplus Krankenkasse,de.mhplus.app,Health & Fitness,3.9,1887,"100,000+",100000,112382,True,0,USD,96M,6.0 and up,mhplus Betriebskrankenkasse,http://www.mhplus-krankenkasse.de,info@mhplus.de,"Jan 8, 2018","May 18, 2021",Everyone,https://www.mhplus-krankenkasse.de/datenschutz/,False,False,False,2021-06-16 12:58:46
КиноМан,com.StudiaDvorik.Kinoman,Trivia,0.0,0,100+,100,246,True,0,USD,Varies with device,4.4 and up,Коркин Вадим,http://st-dvorik.ru,korkin_wadim@mail.ru,"Jul 12, 2020","Jul 12, 2020",Everyone,https://st-dvorik.ru/uchenikam/programmiruem-na-java/privacy-policy-kinoman/,True,False,False,2021-06-16 12:58:46
PoC Control,uk.co.vanav.nb.poccontrol,Entertainment,0.0,0,5+,5,6,True,0,USD,35M,5.0 and up,cwhite,http://vanav.co.uk,colin.white@vanav.co.uk,"Aug 26, 2020","Oct 18, 2020",Everyone,https://app.flycricket.com/app/150232eef38e4b1e930901f614588f4c,False,False,False,2021-06-16 12:58:46
PreshaWash,com.preshawash,Business,5.0,12,100+,100,349,True,0,USD,43M,4.1 and up,WaterWorks,http://pw.co.ke,support@pw.co.ke,"Oct 11, 2019","Nov 17, 2020",Teen,http://pw.co.ke/privacy-policy,False,False,False,2021-06-16 12:58:46
Hang Drum Pad,com.hangpad.cinta.hangpad,Music,3.3,47,"10,000+",10000,11651,True,0,USD,4.1M,4.0 and up,APPercusion,http://www.appercusion.com,appercusion@gmail.com,"Dec 8, 2015","Jun 22, 2017",Everyone,,True,False,False,2021-06-16 12:58:46
Budidaya Jamur,com.budidayajamur.mushroomcultivation,Education,0.0,0,500+,500,510,True,0,USD,4.2M,4.1 and up,yogi dev,,suprijantoagus98@gmail.com,"Sep 18, 2019","Sep 18, 2019",Everyone,https://usahakuhalall.blogspot.com/2019/09/privacy-policy-budidaya-jamur.html,True,False,False,2021-06-16 12:58:46
Pattaya Thai and Chinese,com.iwaiterapp.pattayathaiandchinese,Shopping,0.0,0,100+,100,169,True,0,USD,21M,5.0 and up,OrderYOYO,,apps@orderyoyo.com,,"Jun 13, 2021",Teen,https://orderyoyo.com/privacy-promise/IE,False,False,False,2021-06-16 12:58:46
Kill Insect - Protect The Candy,com.prothecandies1,Arcade,4.1,12,"1,000+",1000,1214,True,0,USD,8.2M,2.3 and up,Eriba Dev Inc,,simoeriba@gmail.com,"Nov 24, 2016","Nov 24, 2016",Everyone,,True,False,False,2021-06-16 12:58:46
Learning Numbers - Japanese,com.linguaapps.numbers.ja,Education,0.0,0,"1,000+",1000,1091,True,0,USD,1.9M,4.1 and up,Lingua Apps,,maniloff.alexander@gmail.com,"Apr 3, 2018","Apr 03, 2018",Everyone,https://learn-numbers-japanese-ja.android-apps.online/privacy.html,True,False,False,2021-06-16 12:58:46
Boats Sounds and Ringtones,com.Ivyboat.boats1,Entertainment,0.0,0,500+,500,505,True,0,USD,25M,2.3 and up,Ivyboat Entertainment,https://twitter.com/IvyboatEnt,ivyboatent@emorym.com,"Mar 3, 2015","Mar 03, 2015",Everyone,,True,False,False,2021-06-16 12:58:46
Nature Sounds Ringtones,com.andromo.dev442382.app406631,Lifestyle,4.4,18,"5,000+",5000,6897,True,0,USD,28M,4.1 and up,Ape X Apps 333,,apexapp333@gmail.com,"May 21, 2015","Feb 11, 2021",Everyone,https://sites.google.com/view/ape-x-apps-privacy-policy,True,False,False,2021-06-16 12:58:46
lofot-tidende.no,no.nyhetsvarsel.lofot_tidende,News & Magazines,1.6,7,"1,000+",1000,1227,True,0,USD,4.3M,6.0 and up,Amedia,http://www.amedia.no,goran.hansen@amedia.no,"Dec 13, 2017","Mar 16, 2021",Everyone,https://www.aid.no/aid/personvern_policy/,True,False,False,2021-06-16 12:58:46
LunchPickerLite,com.donaldwu.lunchpickerlite,Food & Drink,0.0,0,10+,10,19,True,0,USD,53M,5.0 and up,Donald Wu,http://lunchpicker.me/,yeukfei02@gmail.com,"Apr 7, 2020","Dec 28, 2020",Everyone,http://lunchpicker.me/,False,False,False,2021-06-16 12:58:46
"Milkar - Connecting People, Skills & Good Causes",org.milkar.pwa,Social,5.0,25,50+,50,83,True,0,USD,996k,4.1 and up,E-Khudi,https://www.milkar.com,khudi@ekhudi.com,"May 4, 2021","May 18, 2021",Everyone,https://milkar.com/privacy,False,False,False,2021-06-16 12:58:46
SIPAKATAU RSKDIA Pertiwi,id.compro.sipakataurskdiapertiwi,Medical,0.0,0,50+,50,84,True,0,USD,8.1M,4.4 and up,COMPANY AFFILIATE SOLUTION (CAS),,rskdiapertiwi@sulselprov.go.id,"Oct 1, 2019","Oct 01, 2019",Everyone,https://compro.id/privacy-policy,False,False,False,2021-06-16 12:58:46
duaa al mayet mishary al afasy offline,quran.tilawatequran.duaaalmayet,Music & Audio,4.7,575,"100,000+",100000,108152,True,0,USD,34M,4.1 and up,القران الكريم بدون انترنت,https://kuranmp3offline.blogspot.com/,holyquranofflineapp@gmail.com,"Sep 3, 2018","Dec 25, 2020",Everyone,https://kuranmp3offline.blogspot.com/2020/11/privacy-policy.html,True,False,False,2021-06-16 12:58:47
Jobindex: Søg job og find arbejde i hele Danmark,dk.jobindex.Jobindex,Business,4.0,777,"100,000+",100000,220656,True,0,USD,8.8M,5.0 and up,Jobindex A/S,https://www.jobindex.dk/,support@jobindex.dk,"Jul 15, 2011","Jun 07, 2021",Everyone,https://www.jobindex.dk/betingelser,False,False,False,2021-06-16 12:58:47
My Name Pics,com.amigostudio.mynamepics,Photography,4.4,1993,"100,000+",100000,171982,True,0,USD,16M,4.1 and up,Amigo Studio,,shashifame93@gmail.com,"Sep 26, 2016","Apr 06, 2017",Everyone,http://amigostudioprivacypolicies.blogspot.in/2017/03/amigo-studio-privacy-policy.html,True,False,False,2021-06-16 12:58:47
Anonymous Wallpapers,com.gabut.Anonymous,Personalization,0.0,0,100+,100,433,True,0,USD,11M,6.0 and up,gabut,,rasyid2594@gmail.com,"Oct 24, 2020","May 15, 2021",Everyone,https://docs.google.com/document/d/107ecm8piaruCdgMwNBFqS-WQs0JzwkgBG7AdWKgPP30,True,False,False,2021-06-16 12:58:47
Counter,me.tsukanov.counter,Tools,4.6,4304,"1,000,000+",1000000,1752469,True,0,USD,"1,018k",4.4 and up,Roman Tsukanov,https://github.com/gentlecat/counter,googleplay@roman.zone,"Sep 21, 2011","Jun 22, 2020",Everyone,,False,False,False,2021-06-16 12:58:47
Book of Martyrs Audio & eBook,com.andromo.dev137436.app340348,Books & Reference,4.3,112,"10,000+",10000,24660,True,0,USD,6.1M,4.1 and up,fineapps2013,,fineapps2013@gmail.com,"Sep 17, 2014","Jan 07, 2020",Teen,http://hexe.he-internet.de/android/ppfine.html,True,False,False,2021-06-16 12:58:47
Dadju Song Lyrics Offline (Best Collection),com.bestzik.dadju,Music & Audio,4.5,45,"1,000+",1000,3116,True,0,USD,54M,4.4 and up,Best Zik Song Lyrics,,bestziksonglyrics@gmail.com,"Jul 26, 2020","Jul 26, 2020",Mature 17+,https://sites.google.com/view/best-zik-song-lyrics,True,False,False,2021-06-16 12:58:47
জানাযা নামাজ শিক্ষা - Janaza namaz,com.janaza.android.janaza_namaz,Books & Reference,4.7,16,"10,000+",10000,12793,True,0,USD,4.3M,4.1 and up,MK Apps Point,https://kennethscoth.blogspot.com/,kenneth.scott1121@gmail.com,"May 11, 2020","May 11, 2020",Everyone,https://kennethscoth.blogspot.com/2018/10/mk-apps-point-privacy-policy.html,True,False,False,2021-06-16 12:58:47
Mermaid - treasure match-3,com.evastudio.Mermaid,Puzzle,4.6,75960,"1,000,000+",1000000,4444282,True,0,USD,57M,4.1 and up,LLC Progress,https://www.facebook.com/mermaidgame,android.support@eva-games.com,"Apr 14, 2015","Mar 22, 2021",Everyone,https://eva-games.com/node/3,True,True,False,2021-06-16 12:58:47
SAMWDLier,be.samwdlier.be,Education,0.0,0,10+,10,41,True,0,USD,5.1M,4.4 and up,Arts Deco cvoa,http://www.samwdlier.net,wim.decock@samwdlier.net,,"Mar 18, 2021",Everyone,http://www.samwdlier.net/privacy.php,False,False,False,2021-06-16 12:58:47
Call Forwarding : How to Call Forward,com.callhistory.forwardcall.callrecorder.callforward,Tools,4.0,166,"5,000+",5000,8390,True,0,USD,4.8M,4.1 and up,Unique Tools App,https://sites.google.com/view/uniquetoolsapp,ringtonesclub98@gmail.com,"Dec 12, 2020","Apr 26, 2021",Everyone,https://sites.google.com/view/uniquetoolsapp/privacy-policy,True,False,False,2021-06-16 12:58:47
Infinox Blitz,cobalt.shooting.infinox.blitz,Action,4.3,11,"1,000+",1000,1637,True,0,USD,24M,2.3 and up,Run And Gun Free Android Games,,runandgunfreegames@gmail.com,"Oct 7, 2016","Nov 03, 2016",Everyone,http://www.cobaltplay.com/home/privacypolicy-1,True,False,False,2021-06-16 12:58:47
Social Video Downloader | HD Clip Saver,com.starbaiberstudio.socialvideoimagedownloader,Tools,0.0,0,100+,100,463,True,0,USD,11M,5.0 and up,starbaiber studio,,starbaiberstudio@gmail.com,"Sep 23, 2020","Sep 23, 2020",Everyone,https://monenovaquiz.blogspot.com/p/social-video-downloader-privacy-policy.html,True,False,False,2021-06-16 12:58:47
Comes Alive Mods for Minecraft PE,ali.vec.omesm29,Personalization,0.0,0,100+,100,113,True,0,USD,37M,5.1 and up,Roger Louis A. Mercelis,,gipsydzplj75@gmail.com,"May 21, 2021","Jun 14, 2021",Teen,,False,True,False,2021-06-16 12:58:47
史记故事－有声书,com.minyue.shijigushi,Music & Audio,4.4,266,"50,000+",50000,50344,True,0,USD,11M,4.0.3 and up,雪峰音乐,http://www.xuefengmusic.com,zhangwenjian2011@gmail.com,"Dec 31, 2015","Feb 11, 2019",Everyone,http://www.xuefengmusic.com/Product/XuefengMusicPrivacyPolicy.html,True,False,False,2021-06-16 12:58:47
Athena by Allie,com.bhappdevelopment.allieweber,Health & Fitness,0.0,0,5+,5,7,True,0,USD,9.7M,7.0 and up,BH App Development Ltd,,allie@athena-nutrition.com,"Nov 19, 2020","Apr 18, 2021",Everyone,https://www.ptdistinction.com/app_privacy_policy.php?uid=519487,False,False,False,2021-06-16 12:58:47
فرامز ( إطارات ) العشاق جميلة,com.love.couple.frames,Entertainment,4.1,34,"5,000+",5000,8066,True,0,USD,15M,2.3 and up,Wasafat - وصفات,http://amerah.net,majalanews@gmail.com,"Dec 27, 2015","Dec 27, 2015",Everyone,http://alamhawae.com,True,False,False,2021-06-16 12:58:47
Last Saber,com.gempack.troops,Action,3.5,22,"1,000+",1000,4716,True,0,USD,17M,4.1 and up,"Gem Pack Co.,Ltd.",http://www.gempack.kr,contact@gempack.co.kr,"Sep 14, 2018","Feb 04, 2021",Everyone,http://www.gempack.kr/privacy_policy/last_saber.html,True,False,False,2021-06-16 12:58:47
Citizens Bank - Mobile Banking,com.fi7155.godough,Finance,4.1,90,"10,000+",10000,32886,True,0,USD,29M,6.0 and up,Citizens Bank of LC,https://www.citizenslc.com,citizensmobile@citizenslc.com,"Jul 10, 2014","Jun 08, 2021",Everyone,https://www.citizenslc.com/privacy-policy,False,False,False,2021-06-16 12:58:47
Fernando Ortega Songs,com.newandromo.dev14664.app676889,Entertainment,0.0,0,10+,10,45,True,0,USD,2.9M,4.1 and up,osanobuaapp,,osanobua900@gmail.com,"Apr 18, 2020","Jul 10, 2020",Everyone,http://ikptonero.blogspot.com,True,False,False,2021-06-16 12:58:47
PecaMánia,hu.composeit.pecamania,Lifestyle,4.8,31,"1,000+",1000,2436,True,0,USD,1.1M,3.0 and up,COMpose-IT,http://www.pecamania.hu,android@composeit.hu,"Mar 24, 2015","Apr 20, 2017",Everyone,,False,False,False,2021-06-16 12:58:47
픽션 Piction,network.piction.android,Social,4.2,21,500+,500,719,True,0,USD,11M,6.0 and up,Piction Network,https://piction.network,help@piction.network,"Feb 5, 2020","Jun 30, 2020",Mature 17+,https://piction.network/privacy,False,False,False,2021-06-16 12:58:47
Alone Wallpapers,com.panic.bubbles.alone.wallpapers,Entertainment,5.0,5,100+,100,348,True,0,USD,20M,4.1 and up,PanicBubbles Labs,https://panicwallpaperslab.blogspot.com,panic.bubbles.labs@gmail.com,"May 15, 2020","Oct 23, 2020",Everyone,https://panicwallpaperslab.blogspot.com/2019/08/privacy-policy-for-pbl.html,True,False,False,2021-06-16 12:58:47
HEX-Q R | QR CODE SCANNER & GENERATOR,com.sahibasheer98.QR,Tools,0.0,0,10+,10,24,True,0,USD,6.1M,4.0 and up,FXR Innovations,,sahibasheer98@gmail.com,"Jun 23, 2020","Jul 10, 2020",Everyone,https://finitexr.wordpress.com/2020/05/28/privacy-policy-my-study-tune/,True,False,False,2021-06-16 12:58:47
